Date,Close
1973-02-21,10.058518409729004
1973-02-22,10.01553726196289
1973-02-23,9.886585235595703
1973-02-26,9.84359359741211
1973-02-27,9.886585235595703
1973-02-28,9.84359359741211
1973-03-01,9.71463394165039
1973-03-02,9.84359359741211
1973-03-05,9.757624626159668
1973-03-06,9.80061149597168
1973-03-07,9.757624626159668
1973-03-08,9.886585235595703
1973-03-09,9.84359359741211
1973-03-12,9.80061149597168
1973-03-13,9.80061149597168
1973-03-14,9.84359359741211
1973-03-15,9.80061149597168
1973-03-16,9.84359359741211
1973-03-19,9.757624626159668
1973-03-20,9.71463394165039
1973-03-21,9.71463394165039
1973-03-22,9.67165470123291
1973-03-23,9.67165470123291
1973-03-26,9.71463394165039
1973-03-27,9.71463394165039
1973-03-28,9.84359359741211
1973-03-29,9.80061149597168
1973-03-30,9.80061149597168
1973-04-02,9.80061149597168
1973-04-03,9.757624626159668
1973-04-04,9.67165470123291
1973-04-05,9.71463394165039
1973-04-06,9.628669738769531
1973-04-09,9.499711990356445
1973-04-10,9.58568000793457
1973-04-11,9.757624626159668
1973-04-12,9.67165470123291
1973-04-13,9.802940368652344
1973-04-16,9.759181022644043
1973-04-17,9.71541976928711
1973-04-18,9.71541976928711
1973-04-19,9.71541976928711
1973-04-23,9.71541976928711
1973-04-24,9.67165470123291
1973-04-25,9.67165470123291
1973-04-26,9.71541976928711
1973-04-27,9.71541976928711
1973-04-30,9.67165470123291
1973-05-01,9.759181022644043
1973-05-02,9.759181022644043
1973-05-03,9.846702575683594
1973-05-04,9.759181022644043
1973-05-07,9.759181022644043
1973-05-08,9.846702575683594
1973-05-09,9.802940368652344
1973-05-10,9.759181022644043
1973-05-11,9.802940368652344
1973-05-14,9.759181022644043
1973-05-15,9.71541976928711
1973-05-16,9.759181022644043
1973-05-17,9.67165470123291
1973-05-18,9.71541976928711
1973-05-21,9.67165470123291
1973-05-22,9.67165470123291
1973-05-23,9.67165470123291
1973-05-24,9.71541976928711
1973-05-25,9.584129333496094
1973-05-29,9.584129333496094
1973-05-30,9.452839851379395
1973-05-31,9.409079551696777
1973-06-01,9.409079551696777
1973-06-04,9.365316390991211
1973-06-05,9.365316390991211
1973-06-06,9.409079551696777
1973-06-07,9.409079551696777
1973-06-08,9.452839851379395
1973-06-11,9.409079551696777
1973-06-12,9.452839851379395
1973-06-13,9.365316390991211
1973-06-14,9.496603012084961
1973-06-15,9.540363311767578
1973-06-18,9.452839851379395
1973-06-19,9.540363311767578
1973-06-20,9.452839851379395
1973-06-21,9.452839851379395
1973-06-22,9.540363311767578
1973-06-25,9.496603012084961
1973-06-26,9.452839851379395
1973-06-27,9.452839851379395
1973-06-28,9.584129333496094
1973-06-29,9.452839851379395
1973-07-02,9.540363311767578
1973-07-03,9.584129333496094
1973-07-05,9.67165470123291
1973-07-06,9.627890586853027
1973-07-09,9.759181022644043
1973-07-10,9.759181022644043
1973-07-11,9.802940368652344
1973-07-12,9.67165470123291
1973-07-13,9.67165470123291
1973-07-16,9.67165470123291
1973-07-17,9.409079551696777
1973-07-18,9.365316390991211
1973-07-19,9.277785301208496
1973-07-20,9.190261840820312
1973-07-23,9.234020233154297
1973-07-24,9.234020233154297
1973-07-25,9.102730751037598
1973-07-26,9.146498680114746
1973-07-27,9.058969497680664
1973-07-30,9.015204429626465
1973-07-31,9.015204429626465
1973-08-01,9.015204429626465
1973-08-02,8.840154647827148
1973-08-03,8.927682876586914
1973-08-06,8.927682876586914
1973-08-07,8.927682876586914
1973-08-08,8.796391487121582
1973-08-09,8.840154647827148
1973-08-10,8.840154647827148
1973-08-13,8.971446990966797
1973-08-14,8.796391487121582
1973-08-15,8.840154647827148
1973-08-16,8.840154647827148
1973-08-17,8.840154647827148
1973-08-20,8.927682876586914
1973-08-21,8.840154647827148
1973-08-22,8.971446990966797
1973-08-23,8.883914947509766
1973-08-24,8.927682876586914
1973-08-27,8.883914947509766
1973-08-28,8.927682876586914
1973-08-29,9.015204429626465
1973-08-30,9.146498680114746
1973-08-31,9.190261840820312
1973-09-04,9.146498680114746
1973-09-05,9.234020233154297
1973-09-06,9.102730751037598
1973-09-07,9.102730751037598
1973-09-10,9.146498680114746
1973-09-11,9.102730751037598
1973-09-12,9.015204429626465
1973-09-13,9.015204429626465
1973-09-14,8.883914947509766
1973-09-17,9.058969497680664
1973-09-18,9.058969497680664
1973-09-19,9.015204429626465
1973-09-20,9.190261840820312
1973-09-21,9.409079551696777
